PLCY_DTL_ID,CUST_ID,PLCY_NO,PLCY_STRT_DT,PLCY_END_DT,PLCY_PREMIUM_AMT,PLCY_PAYMENT_STATUS,PLCY_CLAIM_LIMIT,RISK_LEVEL,BUSINESS_TYPE
3946,5049,COF7092960,2020-08-22,2021-08-22,3262.92,Paid,10000.0,Medium,Education
3947,5050,COF7754726,2018-08-25,2019-08-25,1470.49,Paid,8000.0,Low,Consulting
3948,5051,COF6989643,2012-10-20,2013-10-20,1152.95,Paid,8000.0,Low,Financial Services
3949,5051,COF6961733,2013-10-21,2014-10-21,1339.17,Paid,8000.0,Low,Financial Services
3950,5051,COF7578960,2014-10-22,2015-10-22,1413.73,Paid,8000.0,Low,Financial Services
3951,5052,COF9609352,2020-10-07,2021-10-07,1782.61,Paid,8000.0,Low,Consulting
3952,5052,COF2479450,2021-10-08,2022-10-08,1440.16,Paid,8000.0,Low,Consulting
3953,5053,COF9197019,2022-07-27,2023-07-27,1920.99,Paid,8000.0,Low,Consulting
3954,5053,COF5502225,2023-07-28,2024-07-27,1151.47,Paid,8000.0,Low,Consulting
3955,5054,COF6669764,2024-02-25,2025-02-24,3063.02,Paid,10000.0,Medium,Entertainment Group
3956,5054,COF9863454,2025-02-25,2026-02-25,4248.57,Paid,10000.0,Medium,Entertainment Group
3957,5055,COF5184384,2022-08-31,2023-08-31,3586.64,Paid,10000.0,Medium,Global Trade
3958,5056,COF6921814,2010-06-07,2011-06-07,1720.83,Paid,8000.0,Low,Financial Services
3959,5056,COF3159562,2011-06-08,2012-06-07,1109.82,Paid,8000.0,Low,Financial Services
3960,5056,COF4772245,2012-06-08,2013-06-08,1593.6,Paid,8000.0,Low,Financial Services
3961,5057,COF2305012,2013-07-05,2014-07-05,1459.16,Paid,8000.0,Low,Consulting
3962,5058,COF5160014,2017-05-20,2018-05-20,1501.95,Paid,8000.0,Low,Technology Solutions
3963,5058,COF8458741,2018-05-21,2019-05-21,1925.31,Paid,8000.0,Low,Technology Solutions
3964,5058,COF2425143,2019-05-22,2020-05-21,1947.4,Paid,8000.0,Low,Technology Solutions
3965,5059,COF3626111,2022-11-19,2023-11-19,3340.19,Paid,10000.0,Medium,Hospitality
3966,5060,COF5971960,2008-03-04,2009-03-04,1301.85,Paid,8000.0,Low,Consulting
3967,5061,COF9889297,2008-07-31,2009-07-31,1797.89,Paid,8000.0,Low,Financial Services
3968,5062,COF3302646,2011-09-12,2012-09-11,3331.49,Paid,10000.0,Medium,Education
3969,5062,COF4148298,2012-09-12,2013-09-12,4487.5,Paid,10000.0,Medium,Education
3970,5062,COF9869464,2013-09-13,2014-09-13,3545.81,Paid,10000.0,Medium,Education
3971,5063,COF2184545,2023-12-12,2024-12-11,4578.89,Paid,10000.0,Medium,Retail Group
3972,5063,COF5988354,2024-12-12,2025-12-12,4969.77,Paid,10000.0,Medium,Retail Group
3973,5064,COF2050111,2017-04-28,2018-04-28,4805.51,Paid,10000.0,Medium,Retail Group
3974,5064,COF2219872,2018-04-29,2019-04-29,3070.94,Paid,10000.0,Medium,Retail Group
3975,5065,COF9139713,2017-10-26,2018-10-26,1585.69,Paid,8000.0,Low,Financial Services
3976,5066,COF5344511,2007-01-11,2008-01-11,3283.7,Delinquent,10000.0,Medium,Global Trade
3977,5066,COF4537288,2008-01-12,2009-01-11,4669.52,Paid,10000.0,Medium,Global Trade
3978,5066,COF8035917,2009-01-12,2010-01-12,4801.71,Paid,10000.0,Medium,Global Trade
3979,5067,COF6442857,2015-06-28,2016-06-27,7864.06,Paid,12000.0,High,Energy Systems
3980,5067,COF1243721,2016-06-28,2017-06-28,7990.08,Paid,12000.0,High,Energy Systems
3981,5067,COF4178829,2017-06-29,2018-06-29,6332.86,Paid,12000.0,High,Energy Systems
3982,5068,COF2689416,2024-01-09,2025-01-08,1500.91,Paid,8000.0,Low,Consulting
3983,5069,COF3849955,2012-05-24,2013-05-24,1091.09,Paid,8000.0,Low,Consulting
3984,5069,COF1185475,2013-05-25,2014-05-25,1337.79,Paid,8000.0,Low,Consulting
3985,5069,COF9499213,2014-05-26,2015-05-26,1546.71,Delinquent,8000.0,Low,Consulting
3986,5070,COF6378811,2012-07-16,2013-07-16,1519.95,Paid,8000.0,Low,Consulting
3987,5071,COF4335853,2021-07-10,2022-07-10,1026.13,Paid,8000.0,Low,Consulting
3988,5072,COF8247977,2008-11-04,2009-11-04,1606.15,Paid,8000.0,Low,Financial Services
3989,5072,COF2983983,2009-11-05,2010-11-05,1658.3,Paid,8000.0,Low,Financial Services
3990,5072,COF5067961,2010-11-06,2011-11-06,1221.53,Paid,8000.0,Low,Financial Services
3991,5073,COF6645114,2024-04-09,2025-04-09,1150.42,Paid,8000.0,Low,Consulting
3992,5074,COF3910487,2019-04-27,2020-04-26,1981.54,Paid,8000.0,Low,Consulting
3993,5075,COF1759477,2008-11-30,2009-11-30,1081.33,Paid,8000.0,Low,Financial Services
3994,5076,COF5970972,2023-01-17,2024-01-17,1658.57,Paid,8000.0,Low,Financial Services
3995,5077,COF1459684,2016-07-28,2017-07-28,1010.67,Paid,8000.0,Low,Financial Services
3996,5078,COF9475901,2011-10-11,2012-10-10,1911.65,Paid,8000.0,Low,Consulting
3997,5079,COF7756860,2023-10-08,2024-10-07,3780.36,Paid,10000.0,Medium,Education
3998,5079,COF5802264,2024-10-08,2025-10-08,3387.22,Paid,10000.0,Medium,Education
3999,5079,COF8211524,2025-10-09,2026-10-09,3927.31,Paid,10000.0,Medium,Education
4000,5080,COF6941323,2022-11-15,2023-11-15,1947.22,Paid,8000.0,Low,Technology Solutions
4001,5080,COF6662782,2023-11-16,2024-11-15,1509.64,Paid,8000.0,Low,Technology Solutions
4002,5081,COF6523873,2011-02-28,2012-02-28,1675.75,Paid,8000.0,Low,Financial Services
4003,5082,COF6867030,2007-05-12,2008-05-11,1511.67,Paid,8000.0,Low,Consulting
4004,5082,COF3227947,2008-05-12,2009-05-12,1549.61,Paid,8000.0,Low,Consulting
4005,5083,COF6435034,2023-02-07,2024-02-07,1840.35,Paid,8000.0,Low,Technology Solutions
4006,5084,COF3227799,2017-02-27,2018-02-27,3739.98,Paid,10000.0,Medium,Hospitality
4007,5085,COF7456782,2010-03-05,2011-03-05,1157.82,Paid,8000.0,Low,Consulting
4008,5085,COF6947850,2011-03-06,2012-03-05,1477.75,Paid,8000.0,Low,Consulting
4009,5085,COF7668975,2012-03-06,2013-03-06,1579.5,Paid,8000.0,Low,Consulting
4010,5086,COF7084059,2021-08-22,2022-08-22,7407.06,Paid,12000.0,High,Transportation
4011,5086,COF8669220,2022-08-23,2023-08-23,7730.75,Paid,12000.0,High,Transportation
4012,5087,COF2473741,2006-02-24,2007-02-24,1588.11,Paid,8000.0,Low,Financial Services
4013,5087,COF1683620,2007-02-25,2008-02-25,1581.29,Paid,8000.0,Low,Financial Services
4014,5087,COF6351051,2008-02-26,2009-02-25,1544.19,Paid,8000.0,Low,Financial Services
4015,5088,COF1944620,2014-09-12,2015-09-12,1982.25,Paid,8000.0,Low,Technology Solutions
4016,5088,COF5886541,2015-09-13,2016-09-12,1000.89,Paid,8000.0,Low,Technology Solutions
4017,5088,COF5981726,2016-09-13,2017-09-13,1569.2,Paid,8000.0,Low,Technology Solutions
4018,5089,COF3612738,2012-06-15,2013-06-15,3873.04,Paid,10000.0,Medium,Hospitality
4019,5089,COF5535138,2013-06-16,2014-06-16,3253.57,Paid,10000.0,Medium,Hospitality
4020,5090,COF5560100,2006-08-18,2007-08-18,1381.22,Paid,8000.0,Low,Financial Services
4021,5090,COF8265666,2007-08-19,2008-08-18,1332.44,Paid,8000.0,Low,Financial Services
4022,5090,COF6364697,2008-08-19,2009-08-19,1230.06,Paid,8000.0,Low,Financial Services
4023,5091,COF8806667,2019-06-20,2020-06-19,1172.67,Paid,8000.0,Low,Financial Services
4024,5092,COF2890169,2020-11-24,2021-11-24,1408.48,Paid,8000.0,Low,Financial Services
4025,5092,COF7410789,2021-11-25,2022-11-25,1757.8,Paid,8000.0,Low,Financial Services
4026,5093,COF4874877,2015-10-18,2016-10-17,1699.25,Paid,8000.0,Low,Financial Services
4027,5094,COF3052992,2022-06-20,2023-06-20,1484.52,Paid,8000.0,Low,Technology Solutions
4028,5094,COF5063921,2023-06-21,2024-06-20,1201.6,Paid,8000.0,Low,Technology Solutions
4029,5094,COF6035499,2024-06-21,2025-06-21,1152.32,Paid,8000.0,Low,Technology Solutions
4030,5095,COF3309627,2023-04-14,2024-04-13,1462.33,Paid,8000.0,Low,Technology Solutions
4031,5095,COF4005118,2024-04-14,2025-04-14,1119.03,Paid,8000.0,Low,Technology Solutions
4032,5095,COF9774204,2025-04-15,2026-04-15,1347.51,Paid,8000.0,Low,Technology Solutions
4033,5096,COF6790155,2018-11-12,2019-11-12,3486.68,Paid,10000.0,Medium,Education
4034,5097,COF6808297,2023-06-30,2024-06-29,3003.74,Paid,10000.0,Medium,Hospitality
4035,5098,COF6819319,2016-07-06,2017-07-06,7460.98,Paid,12000.0,High,Healthcare Partners
4036,5098,COF2833692,2017-07-07,2018-07-07,6048.89,Paid,12000.0,High,Healthcare Partners
4037,5099,COF4468233,2022-10-21,2023-10-21,1175.67,Paid,8000.0,Low,Consulting
4038,5099,COF4949642,2023-10-22,2024-10-21,1653.81,Paid,8000.0,Low,Consulting
4039,5100,COF2339717,2010-12-21,2011-12-21,1740.03,Paid,8000.0,Low,Consulting
4040,5100,COF8188396,2011-12-22,2012-12-21,1521.27,Paid,8000.0,Low,Consulting
4041,5101,COF5904394,2021-07-23,2022-07-23,6617.16,Paid,12000.0,High,Construction
4042,5101,COF6386958,2022-07-24,2023-07-24,6810.44,Paid,12000.0,High,Construction
4043,5102,COF6100272,2012-08-21,2013-08-21,4026.08,Paid,10000.0,Medium,Retail Group
4044,5102,COF6022814,2013-08-22,2014-08-22,3480.68,Paid,10000.0,Medium,Retail Group
4045,5103,COF1300124,2013-05-29,2014-05-29,3451.26,Paid,10000.0,Medium,Retail Group
4046,5104,COF1482185,2021-08-14,2022-08-14,1203.87,Paid,8000.0,Low,Consulting
4047,5104,COF3583197,2022-08-15,2023-08-15,1870.46,Paid,8000.0,Low,Consulting
4048,5104,COF8842963,2023-08-16,2024-08-15,1047.12,Paid,8000.0,Low,Consulting
4049,5105,COF6177524,2011-11-23,2012-11-22,1328.23,Paid,8000.0,Low,Consulting
4050,5106,COF6403873,2019-08-19,2020-08-18,1908.32,Paid,8000.0,Low,Consulting
4051,5107,COF9206965,2012-02-24,2013-02-23,1553.69,Paid,8000.0,Low,Financial Services
4052,5108,COF6464806,2016-01-29,2017-01-28,4121.63,Paid,10000.0,Medium,Retail Group
4053,5108,COF1350464,2017-01-29,2018-01-29,4801.62,Paid,10000.0,Medium,Retail Group
4054,5108,COF3432047,2018-01-30,2019-01-30,4990.47,Paid,10000.0,Medium,Retail Group
4055,5109,COF4616178,2012-04-17,2013-04-17,1164.41,Paid,8000.0,Low,Financial Services
4056,5110,COF8974888,2018-08-23,2019-08-23,1083.11,Paid,8000.0,Low,Consulting
4057,5111,COF8677917,2022-10-28,2023-10-28,1439.32,Paid,8000.0,Low,Consulting
4058,5112,COF5539146,2007-04-08,2008-04-07,1681.03,Paid,8000.0,Low,Financial Services
4059,5113,COF3773354,2008-02-19,2009-02-18,1913.03,Paid,8000.0,Low,Consulting
4060,5113,COF6244165,2009-02-19,2010-02-19,1869.47,Paid,8000.0,Low,Consulting
4061,5114,COF3212825,2010-04-22,2011-04-22,1826.71,Paid,8000.0,Low,Consulting
4062,5114,COF2381415,2011-04-23,2012-04-22,1473.1,Paid,8000.0,Low,Consulting
4063,5114,COF4556164,2012-04-23,2013-04-23,1032.15,Paid,8000.0,Low,Consulting
4064,5115,COF6636908,2011-11-09,2012-11-08,3607.34,Paid,10000.0,Medium,Entertainment Group
4065,5116,COF8383353,2018-11-23,2019-11-23,1114.07,Paid,8000.0,Low,Technology Solutions
4066,5116,COF2474657,2019-11-24,2020-11-23,1614.92,Paid,8000.0,Low,Technology Solutions
4067,5116,COF5558432,2020-11-24,2021-11-24,1931.04,Paid,8000.0,Low,Technology Solutions
4068,5117,COF5616355,2007-03-28,2008-03-27,1221.99,Paid,8000.0,Low,Consulting
4069,5118,COF6648959,2022-10-17,2023-10-17,1232.16,Paid,8000.0,Low,Financial Services
4070,5118,COF9995612,2023-10-18,2024-10-17,1278.13,Paid,8000.0,Low,Financial Services
4071,5119,COF9847891,2020-02-29,2021-02-28,1345.66,Paid,8000.0,Low,Technology Solutions
4072,5120,COF3446928,2006-08-28,2007-08-28,3433.66,Paid,10000.0,Medium,Hospitality
4073,5120,COF9527326,2007-08-29,2008-08-28,3293.86,Paid,10000.0,Medium,Hospitality
4074,5121,COF7966319,2010-04-14,2011-04-14,3182.8,Paid,10000.0,Medium,Education
4075,5121,COF6263004,2011-04-15,2012-04-14,4918.23,Paid,10000.0,Medium,Education
4076,5121,COF1248031,2012-04-15,2013-04-15,3621.27,Paid,10000.0,Medium,Education
4077,5122,COF6194905,2010-05-04,2011-05-04,1596.96,Paid,8000.0,Low,Financial Services
4078,5122,COF1488855,2011-05-05,2012-05-04,1637.54,Paid,8000.0,Low,Financial Services
4079,5123,COF2323615,2014-09-10,2015-09-10,1046.51,Paid,8000.0,Low,Consulting
4080,5123,COF5084778,2015-09-11,2016-09-10,1397.32,Paid,8000.0,Low,Consulting
4081,5123,COF9208307,2016-09-11,2017-09-11,1543.73,Paid,8000.0,Low,Consulting
4082,5124,COF6698168,2017-06-02,2018-06-02,1738.83,Paid,8000.0,Low,Technology Solutions
4083,5124,COF6352229,2018-06-03,2019-06-03,1212.51,Paid,8000.0,Low,Technology Solutions
4084,5125,COF4576161,2020-08-02,2021-08-02,4835.46,Paid,10000.0,Medium,Education
4085,5125,COF6999844,2021-08-03,2022-08-03,3940.32,Paid,10000.0,Medium,Education
4086,5126,COF3782573,2014-04-06,2015-04-06,1991.63,Paid,8000.0,Low,Technology Solutions
4087,5127,COF8906651,2010-11-07,2011-11-07,1369.0,Paid,8000.0,Low,Financial Services
4088,5127,COF2625974,2011-11-08,2012-11-07,1755.41,Paid,8000.0,Low,Financial Services
4089,5127,COF5662712,2012-11-08,2013-11-08,1002.59,Paid,8000.0,Low,Financial Services
4090,5128,COF2905478,2022-07-08,2023-07-08,1961.48,Paid,8000.0,Low,Technology Solutions
4091,5129,COF3182209,2017-10-27,2018-10-27,3275.41,Paid,10000.0,Medium,Entertainment Group
4092,5130,COF4403408,2012-10-29,2013-10-29,1332.97,Paid,8000.0,Low,Financial Services
4093,5130,COF5433545,2013-10-30,2014-10-30,1578.13,Paid,8000.0,Low,Financial Services
4094,5130,COF7107011,2014-10-31,2015-10-31,1046.16,Paid,8000.0,Low,Financial Services
4095,5131,COF5137307,2013-10-13,2014-10-13,6866.88,Paid,12000.0,High,Energy Systems
4096,5131,COF7968151,2014-10-14,2015-10-14,7870.17,Paid,12000.0,High,Energy Systems
4097,5131,COF9676614,2015-10-15,2016-10-14,6039.92,Paid,12000.0,High,Energy Systems
4098,5132,COF5204133,2008-06-27,2009-06-27,6107.12,Paid,12000.0,High,Construction
4099,5132,COF2812667,2009-06-28,2010-06-28,6024.05,Paid,12000.0,High,Construction
4100,5132,COF3040455,2010-06-29,2011-06-29,6513.48,Paid,12000.0,High,Construction
4101,5133,COF4858318,2016-09-15,2017-09-15,1608.53,Paid,8000.0,Low,Consulting
4102,5134,COF2386861,2015-01-09,2016-01-09,1400.24,Paid,8000.0,Low,Technology Solutions
4103,5134,COF4687159,2016-01-10,2017-01-09,1905.96,Paid,8000.0,Low,Technology Solutions
4104,5135,COF4074316,2015-01-29,2016-01-29,1225.39,Paid,8000.0,Low,Consulting
4105,5136,COF3400917,2024-11-16,2025-11-16,1821.73,Paid,8000.0,Low,Technology Solutions
4106,5136,COF9768640,2025-11-17,2026-11-17,1362.18,Paid,8000.0,Low,Technology Solutions
4107,5137,COF3444498,2006-07-17,2007-07-17,1420.56,Paid,8000.0,Low,Technology Solutions
4108,5138,COF9849956,2008-04-02,2009-04-02,1670.45,Paid,8000.0,Low,Consulting
4109,5138,COF6145773,2009-04-03,2010-04-03,1958.79,Paid,8000.0,Low,Consulting
4110,5138,COF5521173,2010-04-04,2011-04-04,1656.57,Paid,8000.0,Low,Consulting
4111,5139,COF5714021,2018-12-25,2019-12-25,1673.31,Paid,8000.0,Low,Consulting
4112,5140,COF6878502,2013-07-10,2014-07-10,3567.67,Paid,10000.0,Medium,Education
4113,5141,COF8429897,2009-05-11,2010-05-11,4199.17,Paid,10000.0,Medium,Entertainment Group
4114,5142,COF4068404,2011-01-21,2012-01-21,1199.4,Paid,8000.0,Low,Consulting
4115,5142,COF2729969,2012-01-22,2013-01-21,1400.79,Paid,8000.0,Low,Consulting
4116,5143,COF9498134,2006-06-18,2007-06-18,1625.39,Paid,8000.0,Low,Consulting
4117,5143,COF8718353,2007-06-19,2008-06-18,1127.69,Paid,8000.0,Low,Consulting
4118,5144,COF8852009,2015-07-03,2016-07-02,1572.57,Paid,8000.0,Low,Financial Services
4119,5145,COF5900438,2012-10-03,2013-10-03,1246.43,Paid,8000.0,Low,Consulting
4120,5146,COF5102109,2006-05-23,2007-05-23,1823.66,Paid,8000.0,Low,Consulting
4121,5146,COF8059232,2007-05-24,2008-05-23,1854.08,Paid,8000.0,Low,Consulting
4122,5146,COF5426799,2008-05-24,2009-05-24,1891.14,Paid,8000.0,Low,Consulting
4123,5147,COF5015086,2024-04-01,2025-04-01,1804.72,Paid,8000.0,Low,Consulting
4124,5147,COF9045733,2025-04-02,2026-04-02,1406.97,Paid,8000.0,Low,Consulting
4125,5147,COF4472157,2026-04-03,2027-04-03,1382.93,Paid,8000.0,Low,Consulting
4126,5148,COF8069781,2006-04-10,2007-04-10,3815.77,Paid,10000.0,Medium,Retail Group
4127,5148,COF9927302,2007-04-11,2008-04-10,3785.66,Paid,10000.0,Medium,Retail Group
4128,5148,COF3906843,2008-04-11,2009-04-11,4812.26,Paid,10000.0,Medium,Retail Group
4129,5149,COF2102280,2015-02-12,2016-02-12,1294.21,Paid,8000.0,Low,Financial Services
4130,5150,COF5423662,2011-10-26,2012-10-25,6200.85,Paid,12000.0,High,Healthcare Partners
4131,5151,COF7410290,2012-03-01,2013-03-01,1834.45,Paid,8000.0,Low,Financial Services
4132,5151,COF9686353,2013-03-02,2014-03-02,1464.45,Paid,8000.0,Low,Financial Services
4133,5151,COF6150936,2014-03-03,2015-03-03,1650.24,Paid,8000.0,Low,Financial Services
4134,5152,COF4070046,2021-02-22,2022-02-22,1316.52,Paid,8000.0,Low,Financial Services
4135,5152,COF8490116,2022-02-23,2023-02-23,1936.67,Paid,8000.0,Low,Financial Services
4136,5152,COF2028732,2023-02-24,2024-02-24,1881.26,Paid,8000.0,Low,Financial Services
4137,5153,COF6420840,2009-06-11,2010-06-11,1195.06,Paid,8000.0,Low,Consulting
4138,5153,COF1802932,2010-06-12,2011-06-12,1510.92,Paid,8000.0,Low,Consulting
4139,5153,COF4278413,2011-06-13,2012-06-12,1679.04,Paid,8000.0,Low,Consulting
4140,5154,COF5961696,2006-05-08,2007-05-08,7864.73,Paid,12000.0,High,Energy Systems
4141,5154,COF9083351,2007-05-09,2008-05-08,6397.64,Paid,12000.0,High,Energy Systems
4142,5154,COF9428483,2008-05-09,2009-05-09,7177.36,Paid,12000.0,High,Energy Systems
4143,5155,COF1700544,2013-09-29,2014-09-29,6328.28,Paid,12000.0,High,Logistics Solutions
4144,5155,COF1631092,2014-09-30,2015-09-30,7144.0,Paid,12000.0,High,Logistics Solutions
4145,5156,COF9961549,2013-10-11,2014-10-11,4976.8,Paid,10000.0,Medium,Retail Group
4146,5156,COF3314480,2014-10-12,2015-10-12,4014.02,Paid,10000.0,Medium,Retail Group
4147,5157,COF8753682,2012-07-31,2013-07-31,4700.24,Paid,10000.0,Medium,Entertainment Group
4148,5157,COF5345976,2013-08-01,2014-08-01,4087.59,Paid,10000.0,Medium,Entertainment Group
4149,5157,COF9819366,2014-08-02,2015-08-02,4446.29,Paid,10000.0,Medium,Entertainment Group
4150,5158,COF2023881,2013-04-21,2014-04-21,1502.69,Paid,8000.0,Low,Financial Services
4151,5159,COF4368007,2011-09-25,2012-09-24,1423.55,Paid,8000.0,Low,Financial Services
4152,5160,COF4906603,2009-06-05,2010-06-05,1961.11,Paid,8000.0,Low,Financial Services
4153,5161,COF9223232,2020-05-28,2021-05-28,1207.49,Paid,8000.0,Low,Technology Solutions
4154,5162,COF7152310,2010-02-08,2011-02-08,1966.04,Paid,8000.0,Low,Financial Services
4155,5162,COF1494462,2011-02-09,2012-02-09,1445.73,Paid,8000.0,Low,Financial Services
4156,5163,COF1143120,2022-12-12,2023-12-12,1161.59,Paid,8000.0,Low,Financial Services
4157,5164,COF3431634,2019-08-21,2020-08-20,1126.85,Paid,8000.0,Low,Consulting
4158,5164,COF9423478,2020-08-21,2021-08-21,1813.86,Paid,8000.0,Low,Consulting
4159,5165,COF4323893,2011-09-11,2012-09-10,1860.32,Paid,8000.0,Low,Financial Services
4160,5165,COF8683191,2012-09-11,2013-09-11,1207.93,Paid,8000.0,Low,Financial Services
4161,5166,COF4323987,2007-08-02,2008-08-01,4340.8,Paid,10000.0,Medium,Hospitality
4162,5167,COF3387222,2012-11-16,2013-11-16,1018.38,Paid,8000.0,Low,Technology Solutions
4163,5168,COF1980097,2012-06-01,2013-06-01,1648.75,Paid,8000.0,Low,Financial Services
4164,5169,COF8000643,2013-10-13,2014-10-13,1768.2,Paid,8000.0,Low,Financial Services
4165,5169,COF4721383,2014-10-14,2015-10-14,1704.53,Paid,8000.0,Low,Financial Services
4166,5169,COF9248953,2015-10-15,2016-10-14,1734.49,Paid,8000.0,Low,Financial Services
4167,5170,COF2167041,2024-07-06,2025-07-06,4430.56,Paid,10000.0,Medium,Retail Group
4168,5170,COF4286350,2025-07-07,2026-07-07,4141.96,Paid,10000.0,Medium,Retail Group
4169,5171,COF7296665,2023-09-03,2024-09-02,3132.3,Paid,10000.0,Medium,Hospitality
4170,5171,COF6978451,2024-09-03,2025-09-03,4255.34,Paid,10000.0,Medium,Hospitality
4171,5171,COF5182318,2025-09-04,2026-09-04,3364.05,Paid,10000.0,Medium,Hospitality
4172,5172,COF3184195,2006-04-02,2007-04-02,1917.77,Paid,8000.0,Low,Consulting
4173,5172,COF5897230,2007-04-03,2008-04-02,1422.1,Paid,8000.0,Low,Consulting
4174,5172,COF1998959,2008-04-03,2009-04-03,1316.1,Paid,8000.0,Low,Consulting
4175,5173,COF1366370,2006-08-08,2007-08-08,1208.93,Paid,8000.0,Low,Technology Solutions
4176,5173,COF9821716,2007-08-09,2008-08-08,1363.5,Paid,8000.0,Low,Technology Solutions
4177,5173,COF5944354,2008-08-09,2009-08-09,1684.82,Paid,8000.0,Low,Technology Solutions
4178,5174,COF1428132,2009-09-11,2010-09-11,3961.08,Delinquent,10000.0,Medium,Education
4179,5174,COF4066532,2010-09-12,2011-09-12,3153.35,Paid,10000.0,Medium,Education
4180,5174,COF2989228,2011-09-13,2012-09-12,3221.35,Paid,10000.0,Medium,Education
4181,5175,COF5302234,2018-01-15,2019-01-15,3346.17,Paid,10000.0,Medium,Global Trade
4182,5175,COF5452390,2019-01-16,2020-01-16,4646.11,Paid,10000.0,Medium,Global Trade
4183,5175,COF9269770,2020-01-17,2021-01-16,4731.45,Paid,10000.0,Medium,Global Trade
4184,5176,COF6806663,2020-01-01,2020-12-31,6271.87,Paid,12000.0,High,Construction
4185,5177,COF3787210,2019-08-12,2020-08-11,6141.56,Paid,12000.0,High,Logistics Solutions
4186,5178,COF6608595,2023-02-28,2024-02-28,1012.46,Paid,8000.0,Low,Consulting
4187,5178,COF3455351,2024-02-29,2025-02-28,1055.67,Paid,8000.0,Low,Consulting
4188,5179,COF8121079,2020-01-24,2021-01-23,7930.3,Delinquent,12000.0,High,Healthcare Partners
4189,5180,COF9199171,2022-03-27,2023-03-27,1977.28,Paid,8000.0,Low,Consulting
4190,5180,COF5548698,2023-03-28,2024-03-27,1543.57,Paid,8000.0,Low,Consulting
4191,5181,COF8202557,2019-09-28,2020-09-27,1550.04,Paid,8000.0,Low,Consulting
4192,5181,COF3947498,2020-09-28,2021-09-28,1749.17,Paid,8000.0,Low,Consulting
4193,5182,COF9886156,2012-11-04,2013-11-04,4167.75,Paid,10000.0,Medium,Global Trade
4194,5183,COF3362087,2015-07-10,2016-07-09,1362.28,Paid,8000.0,Low,Technology Solutions
4195,5183,COF6817419,2016-07-10,2017-07-10,1354.13,Paid,8000.0,Low,Technology Solutions
4196,5183,COF2750840,2017-07-11,2018-07-11,1990.72,Paid,8000.0,Low,Technology Solutions
4197,5184,COF4668439,2021-01-10,2022-01-10,1348.67,Paid,8000.0,Low,Financial Services
4198,5185,COF5401155,2013-12-05,2014-12-05,1811.49,Paid,8000.0,Low,Financial Services
4199,5186,COF7889975,2013-10-12,2014-10-12,1245.07,Paid,8000.0,Low,Financial Services
4200,5186,COF3746432,2014-10-13,2015-10-13,1248.48,Paid,8000.0,Low,Financial Services
4201,5186,COF5996621,2015-10-14,2016-10-13,1142.35,Paid,8000.0,Low,Financial Services
4202,5187,COF4455140,2017-03-03,2018-03-03,4570.11,Paid,10000.0,Medium,Hospitality
4203,5188,COF7366440,2014-02-07,2015-02-07,1016.87,Paid,8000.0,Low,Consulting
4204,5189,COF4441474,2021-03-01,2022-03-01,1430.36,Paid,8000.0,Low,Consulting
4205,5190,COF9932412,2019-07-02,2020-07-01,1041.44,Paid,8000.0,Low,Technology Solutions
4206,5191,COF2530167,2024-05-07,2025-05-07,1155.66,Paid,8000.0,Low,Technology Solutions
4207,5191,COF7911303,2025-05-08,2026-05-08,1034.81,Paid,8000.0,Low,Technology Solutions
4208,5191,COF5050722,2026-05-09,2027-05-09,1224.92,Paid,8000.0,Low,Technology Solutions
4209,5192,COF6504954,2017-03-28,2018-03-28,4075.0,Paid,10000.0,Medium,Global Trade
4210,5192,COF5624995,2018-03-29,2019-03-29,3469.25,Paid,10000.0,Medium,Global Trade
4211,5193,COF2397255,2018-11-04,2019-11-04,1992.52,Paid,8000.0,Low,Financial Services
4212,5194,COF1546830,2010-06-29,2011-06-29,1411.88,Paid,8000.0,Low,Financial Services
4213,5194,COF4196964,2011-06-30,2012-06-29,1535.58,Paid,8000.0,Low,Financial Services
4214,5194,COF9010368,2012-06-30,2013-06-30,1957.13,Paid,8000.0,Low,Financial Services
4215,5195,COF8184657,2009-04-15,2010-04-15,1217.0,Paid,8000.0,Low,Financial Services
4216,5195,COF3366792,2010-04-16,2011-04-16,1748.77,Paid,8000.0,Low,Financial Services
4217,5196,COF7504748,2006-01-20,2007-01-20,1387.89,Paid,8000.0,Low,Financial Services
4218,5196,COF2594688,2007-01-21,2008-01-21,1244.45,Paid,8000.0,Low,Financial Services
4219,5197,COF4057765,2014-04-08,2015-04-08,1246.8,Delinquent,8000.0,Low,Consulting
4220,5197,COF7296732,2015-04-09,2016-04-08,1351.94,Paid,8000.0,Low,Consulting
4221,5197,COF7719198,2016-04-09,2017-04-09,1488.45,Paid,8000.0,Low,Consulting
4222,5198,COF1710013,2012-12-20,2013-12-20,1613.51,Paid,8000.0,Low,Technology Solutions
4223,5198,COF8719883,2013-12-21,2014-12-21,1601.94,Paid,8000.0,Low,Technology Solutions
4224,5198,COF6157309,2014-12-22,2015-12-22,1626.16,Paid,8000.0,Low,Technology Solutions
4225,5199,COF1518204,2017-01-16,2018-01-16,7362.94,Paid,12000.0,High,Healthcare Partners
4226,5199,COF6194994,2018-01-17,2019-01-17,7131.57,Paid,12000.0,High,Healthcare Partners
4227,5200,COF4956065,2024-12-15,2025-12-15,1298.36,Paid,8000.0,Low,Technology Solutions
